,0
1881,-0.1
1882,0.1
1883,0.1
1884,-0.11537411
1885,-0.1
1886,-0.1
1887,0.1
1888,-0.1
1889,-0.1
1890,0.12146016
1891,0.1
1892,0.1
1893,-0.10119566
1894,-0.1
1895,-0.1
1896,-0.15462752
1897,0.1
1898,0.1
1899,0.1
1900,0.1
1901,0.1
1902,0.1
1903,-0.1
1904,0.1
1905,0.1
1906,-0.1
1907,-0.1
1908,-0.1
1909,0.1
1910,-0.1
1911,0.1
1912,-0.1
1913,0.1
1914,0.11362347
1915,-0.1
1916,0.1
1917,0.17366956
1918,-0.1
1919,-0.1
1920,-0.1
1921,0.1
1922,0.11224653
1923,-0.1
1924,0.1
1925,0.1
1926,-0.1
1927,-0.1
1928,0.1
1929,-0.10706387
1930,0.1
1931,-0.13263777
1932,0.1
1933,0.1
1934,0.10158595
1935,0.1492491
1936,-0.1
1937,0.1215037
1938,0.1
1939,-0.1
1940,-0.1
1941,-0.1
1942,0.1
1943,0.1
1944,-0.1
1945,0.1
1946,0.1
1947,0.1
1948,0.1
1949,0.13440888
1950,-0.1
1951,0.1
1952,0.1
1953,0.1
1954,-0.1
1955,-0.1
1956,-0.1
1957,0.1023104
1958,-0.1
1959,-0.1
1960,-0.1686583
1961,0.1
1962,-0.1
1963,0.1
1964,0.10368583
1965,0.11595663
1966,-0.1
1967,0.1586373
1968,0.17194971
1969,0.1
1970,0.1
1971,0.13437778
1972,-0.1
1973,0.1
1974,0.30428523
1975,0.11717167
1976,-0.1
1977,0.1
1978,0.1
1979,-0.1
1980,0.10990502
1981,-0.115782276
1982,-0.1
1983,-0.1
1984,0.1
1985,-0.1
1986,-0.1
1987,-0.10411347
1988,-0.1
1989,-0.1
1990,-0.11674064
1991,0.1
1992,0.1
1993,-0.1
1994,0.1
1995,0.1
1996,-0.1
1997,0.1
1998,-0.19591603
1999,0.1
2000,-0.11570053
2001,0.1610681
2002,-0.1
2003,0.1
2004,-0.1
2005,0.10077285
2006,-0.1
2007,0.1
2008,-0.1
2009,-0.1
2010,-0.1
2011,0.14401318
2012,0.1
2013,0.1
2014,-0.1
2015,-0.1
2016,-0.1
2017,-0.1
2018,-0.15365459
2019,-0.1
2020,0.1
2021,0.1
2022,0.1
2023,0.1
2024,-0.1
2025,0.119203605
2026,-0.1
2027,-0.13656218
2028,-0.10858242
2029,0.1
2030,0.1
2031,0.1
2032,0.1
2033,0.1
2034,0.1
2035,-0.1
2036,-0.1
2037,-0.1
2038,0.1
2039,-0.1
2040,0.1
2041,0.1
2042,0.1
2043,0.1
2044,-0.1
2045,-0.1
2046,-0.13028775
2047,0.1
